sku,family,capacityMl,glass,neck,fitment,finish,visible,blockers,componentSku,componentIfPublicationIgnored,componentSellableReason,assemblySellableReason,visibleIfStandalonePublicationIgnored,sourceUrl
"GBRnd78RdcrWht","Round","78","Clear","18-415","Reducer","White","false","assembly_unpublished_or_unsellable","CP18-415Wh","CP18-415Wh","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-white-cap"
"GBRnd128AnSpTslRed","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Red","false","media_or_configuration_invalid","AnSpTsl18-415Red","AnSpTsl18-415Red","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRnd78RdcrMtSl","Round","78","Clear","18-415","Reducer","Matte Silver","false","assembly_unpublished_or_unsellable","CP18-415MtSl","CP18-415MtSl","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-silver-matte-cap"
"GBRnd128AnSpTslWht","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","White","false","media_or_configuration_invalid","AnSpTsl18-415Wht","AnSpTsl18-415Wht","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst78RdcrShnGl","Round","78","Frosted","18-415","Reducer","Shiny Gold","false","assembly_unpublished_or_unsellable","CP18-415ShnGl","CP18-415ShnGl","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-shiny-gold-cap"
"GBRnd128AnSpTslMtSl","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","false","media_or_configuration_invalid","AnSpTsl18-415MtS","AnSpTsl18-415MtS","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"GBRndFrst78RdcrShnBlkTall","Round","78","Frosted","18-415","Reducer","Shiny Black","false","assembly_unpublished_or_unsellable","CP18-415ShnBlkTall","CP18-415ShnBlkTall","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-tall-black-shiny-cap"
"GBRndFrst128AnSpGl","Round","128","Frosted","18-415","Vintage Bulb Sprayer","Shiny Gold","false","media_or_configuration_invalid","AnSp18-415Gl","AnSp18-415Gl","","","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBRndFrst78RdcrShnBlk","Round","78","Frosted","18-415","Reducer","Shiny Black","false","exact_component_unresolved | assembly_unpublished_or_unsellable","","","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-black-shiny-cap"
"GBRndFrst128AnSpIvyGl","Round","128","Frosted","18-415","Vintage Bulb Sprayer","Ivory Gold","false","media_or_configuration_invalid","AnSp18-415IvyGl","AnSp18-415IvyGl","","","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBRndFrst78RdcrBrwnLthr","Round","78","Frosted","18-415","Reducer","Brown Leather","false","assembly_unpublished_or_unsellable","CP18-415BrwnLthr","CP18-415BrwnLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-brown-faux-leather-cap"
"GBRndFrst128AnSpIvySl","Round","128","Frosted","18-415","Vintage Bulb Sprayer","Ivory Silver","false","media_or_configuration_invalid","AnSp18-415IvySl","AnSp18-415IvySl","","","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst78RdcrLBrwnLthr","Round","78","Frosted","18-415","Reducer","Light Brown Leather","false","assembly_unpublished_or_unsellable","CP18-415LBrwnLthr","CP18-415LBrwnLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-light-brown-faux-leather-cap"
"LBRnd78LtnClOvrCap","Round","78","Clear","18-415","Lotion Pump","Clear Overcap","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap"
"GBRndFrst128AnSpLvn","Round","128","Frosted","18-415","Vintage Bulb Sprayer","Lavender","false","media_or_configuration_invalid","AnSp18-415Lvn","AnSp18-415Lvn","","","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst78RdcrShnSl","Round","78","Frosted","18-415","Reducer","Shiny Silver","false","assembly_unpublished_or_unsellable","CP18-415ShnSl","CP18-415ShnSl","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-shiny-silver-cap"
"LBRndFrst78LtnClOvrCap","Round","78","Frosted","18-415","Lotion Pump","Frosted","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap"
"GBRndFrst128AnSpPnk","Round","128","Frosted","18-415","Vintage Bulb Sprayer","Pink","false","media_or_configuration_invalid","CP18-415AnSpPnk","CP18-415AnSpPnk","","","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBRoyal13RollSlDot","Royal","13","Clear","13-415","Plastic Roller Ball","Silver Dotted","false","media_or_configuration_invalid","CPRoll13-415SlDot","CPRoll13-415SlDot","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots"
"GBRoyal13RollSlMatt","Royal","13","Clear","13-415","Plastic Roller Ball","Matte Silver","false","media_or_configuration_invalid","CPRoll13-415SlMt","CPRoll13-415SlMt","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap"
"GBRoyal13RollSlSh","Royal","13","Clear","13-415","Plastic Roller Ball","Shiny Silver","false","media_or_configuration_invalid","CPRoll13-415SlSh","CPRoll13-415SlSh","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap"
"GBRoyal13Gl","Royal","13","Clear","13-415","","Gold","false","media_or_configuration_invalid","CP13-415Gl","CP13-415Gl","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-shiny-gold-cap"
"GBRoyal13Sl","Royal","13","Clear","13-415","","Silver","false","media_or_configuration_invalid","CP13-415Sl","CP13-415Sl","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-shiny-silver-cap"
"GBRoyal13WhtSht","Royal","13","Clear","13-415","","White","false","media_or_configuration_invalid","CP13-415WhtSht","CP13-415WhtSht","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-short-white-cap"
"GBRoyal13BlkSht","Royal","13","Clear","13-415","","Black","false","media_or_configuration_invalid","CP13-415BlkSht","CP13-415BlkSht","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-short-black-cap"
"GBRoyal13RollBlkDot","Royal","13","Clear","13-415","Plastic Roller Ball","Black Dotted","false","media_or_configuration_invalid","CPRoll13-415BlackDot","CPRoll13-415BlackDot","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots"
"GBRoyal13MtlRollBlkDot","Royal","13","Clear","13-415","Metal Roller Ball","Black Dotted","false","media_or_configuration_invalid","CPRoll13-415BlackDot","CPRoll13-415BlackDot","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots"
"GBRoyal13SpryBlkSh","Royal","13","Clear","13-415","Fine Mist Sprayer","Shiny Black","false","standalone_component_unpublished","","CP13-415SpryBlkSh","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-shiny-black-spray"
"GBRoyal13SpryGlSh","Royal","13","Clear","13-415","Fine Mist Sprayer","Shiny Gold","false","standalone_component_unpublished","","CP13-415SpryGlSh","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-shiny-gold-spray"
"GBRoyal13SprySlSh","Royal","13","Clear","13-415","Fine Mist Sprayer","Shiny Silver","false","standalone_component_unpublished","","CP13-415SprySlSh","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-shiny-silver-spray"
"GBRoyal13SpryBluMatt","Royal","13","Clear","13-415","Fine Mist Sprayer","Matte Blue","false","standalone_component_unpublished","","CP13-415SpryBluMt","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-matte-blue-spray"
"GBRoyal13SpryCuMatt","Royal","13","Clear","13-415","Fine Mist Sprayer","Matte Copper","false","standalone_component_unpublished","","CP13-415SpryCuMt","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-matte-copper-spray"
"GBRoyal13SprySlMatt","Royal","13","Clear","13-415","Fine Mist Sprayer","Matte Silver","false","standalone_component_unpublished","","CP13-415SprySlMt","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-matte-silver-spray"
"GBRoyal13SpryGlMatt","Royal","13","Clear","13-415","Fine Mist Sprayer","Matte Gold","false","standalone_component_unpublished","","CP13-415SpryGlMt","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-matte-gold-spray"
"GBRoyal13MtlRollBlkSh","Royal","13","Clear","13-415","Metal Roller Ball","Shiny Black","false","media_or_configuration_invalid","CPRoll13-415BlkSh","CPRoll13-415BlkSh","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap"
"GBRoyal13MtlRollCuMatt","Royal","13","Clear","13-415","Metal Roller Ball","Matte Copper","false","media_or_configuration_invalid","CPRoll13-415Cu","CPRoll13-415Cu","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-matte-copper-cap"
"GBRoyal13MtlRollGlMatt","Royal","13","Clear","13-415","Metal Roller Ball","Matte Gold","false","media_or_configuration_invalid","CPRoll13-415GlMt","CPRoll13-415GlMt","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-matte-gold-cap"
"GBRoyal13MtlRollGlSh","Royal","13","Clear","13-415","Metal Roller Ball","Shiny Gold","false","media_or_configuration_invalid","CPRoll13-415GlSh","CPRoll13-415GlSh","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-shiny-gold-cap"
"GBRoyal13MtlRollPinkDot","Royal","13","Clear","13-415","Metal Roller Ball","Pink Dotted","false","media_or_configuration_invalid","CPRoll13-415PinkDot","CPRoll13-415PinkDot","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots"
"GBRoyal13MtlRollSlDot","Royal","13","Clear","13-415","Metal Roller Ball","Silver Dotted","false","media_or_configuration_invalid","CPRoll13-415SlDot","CPRoll13-415SlDot","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots"
"GBRoyal13MtlRollSlMatt","Royal","13","Clear","13-415","Metal Roller Ball","Matte Silver","false","media_or_configuration_invalid","CPRoll13-415SlMt","CPRoll13-415SlMt","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-matte-silver-cap"
"GBRoyal13MtlRollSlSh","Royal","13","Clear","13-415","Metal Roller Ball","Shiny Silver","false","media_or_configuration_invalid","CPRoll13-415SlSh","CPRoll13-415SlSh","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-shiny-silver-cap"
"GBRoyal13RollBlkSh","Royal","13","Clear","13-415","Plastic Roller Ball","Shiny Black","false","media_or_configuration_invalid","CPRoll13-415BlkSh","CPRoll13-415BlkSh","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap"
"GBRoyal13RollCuMatt","Royal","13","Clear","13-415","Plastic Roller Ball","Matte Copper","false","media_or_configuration_invalid","CPRoll13-415Cu","CPRoll13-415Cu","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap"
"GBRoyal13RollGlMatt","Royal","13","Clear","13-415","Plastic Roller Ball","Matte Gold","false","media_or_configuration_invalid","CPRoll13-415GlMt","CPRoll13-415GlMt","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap"
"GBRoyal13RollGlSh","Royal","13","Clear","13-415","Plastic Roller Ball","Shiny Gold","false","media_or_configuration_invalid","CPRoll13-415GlSh","CPRoll13-415GlSh","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap"
"GBRoyal13RollPinkDot","Royal","13","Clear","13-415","Plastic Roller Ball","Pink Dotted","false","media_or_configuration_invalid","CPRoll13-415PinkDot","CPRoll13-415PinkDot","","","false","https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots"
"GBRoyal13MinarCu","Royal","13","Clear","13-415","Plastic Roller Ball","Matte Copper","false","media_or_configuration_invalid","CPRoll13-415Cu","CPRoll13-415Cu","","","false",""
"GBRoyal13MinarSl","Royal","13","Clear","13-415","Plastic Roller Ball","Shiny Silver","false","exact_component_unresolved","","","","","false",""
"GBRoyal13CuSht","Royal","13","Clear","13-415","","Matte Copper","false","exact_component_unresolved","","","","","false",""
"GBRoyal13GlMattSht","Royal","13","Clear","13-415","","Matte Gold","false","exact_component_unresolved","","","","","false",""
"GBRoyal13SlMattSht","Royal","13","Clear","13-415","","Matte Silver","false","exact_component_unresolved","","","","","false",""
"GBRoyal13BlkShSht","Royal","13","Clear","13-415","","Shiny Black","false","exact_component_unresolved","","","","","false",""
"GBRoyal13GlSht","Royal","13","Clear","13-415","","Shiny Gold","false","exact_component_unresolved","","","","","false",""
"GBRoyal13SlSht","Royal","13","Clear","13-415","","Shiny Silver","false","exact_component_unresolved","","","","","false",""
"GBSlk50AnSpLvn","Sleek","50","Clear","18-415","Vintage Bulb Sprayer","Lavender","false","media_or_configuration_invalid","AnSp18-415Lvn","AnSp18-415Lvn","","","false","https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBSlk50AnSpPnk","Sleek","50","Clear","18-415","Vintage Bulb Sprayer","Pink","false","media_or_configuration_invalid","CP18-415AnSpPnk","CP18-415AnSpPnk","","","false","https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBSlk50AnSpMtSl","Sleek","50","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","false","media_or_configuration_invalid","AnSp18-415MtSl","AnSp18-415MtSl","","","false","https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"LBSlk100LtnClOvrCap","Sleek","100","Clear","18-415","Lotion Pump","Clear Overcap","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap"
"GBSlk50AnSpIvySl","Sleek","50","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","false","media_or_configuration_invalid","AnSp18-415IvySl","AnSp18-415IvySl","","","false","https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBSlk50AnSpGl","Sleek","50","Clear","18-415","Vintage Bulb Sprayer","Gold","false","media_or_configuration_invalid","AnSp18-415Gl","AnSp18-415Gl","","","false","https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBSlk50AnSpIvyGl","Sleek","50","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","false","media_or_configuration_invalid","AnSp18-415IvyGl","AnSp18-415IvyGl","","","false","https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBSlk50AnSpWht","Sleek","50","Clear","18-415","Vintage Bulb Sprayer","White","false","media_or_configuration_invalid","AnSp18-415Wht","AnSp18-415Wht","","","false","https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBSlk50AnSpRed","Sleek","50","Clear","18-415","Vintage Bulb Sprayer","Red","false","media_or_configuration_invalid","AnSp18-415Red","AnSp18-415Red","","","false","https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBSlk50AnSpTslLvn","Sleek","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","false","media_or_configuration_invalid","AnSpTsl18-415Lvn","AnSpTsl18-415Lvn","","","false","https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBSlk30SpryMtGl","Sleek","30","Clear","18-415","Perfume Spray Pump","Matte Gold","false","standalone_component_unpublished","","Spry18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-matte-gold-spray-pump-and-cap"
