sku,family,capacityMl,glass,neck,fitment,finish,visible,blockers,componentSku,componentIfPublicationIgnored,componentSellableReason,assemblySellableReason,visibleIfStandalonePublicationIgnored,sourceUrl
"GBRnd78AnSpTslPnk","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","false","media_or_configuration_invalid","AnSpTsl18-415Pnk","AnSpTsl18-415Pnk","","","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRnd128RdcrMtSl","Round","128","Clear","18-415","Reducer","Matte Silver","false","assembly_unpublished_or_unsellable","CP18-415MtSl","CP18-415MtSl","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-silver-matte-cap"
"GBRnd78AnSpTslRed","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Red","false","media_or_configuration_invalid","AnSpTsl18-415Red","AnSpTsl18-415Red","","","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRnd128RdcrWht","Round","128","Clear","18-415","Reducer","White","false","assembly_unpublished_or_unsellable","CP18-415Wh","CP18-415Wh","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-white-cap"
"GBRnd78AnSpTslMtSl","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","false","media_or_configuration_invalid","AnSpTsl18-415MtS","AnSpTsl18-415MtS","","","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"GBRnd128RdcrBlkLthr","Round","128","Clear","18-415","Reducer","Black Leather","false","assembly_unpublished_or_unsellable","CP18-415BlkLthr","CP18-415BlkLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-black-faux-leather-cap"
"GBRnd128RdcrPnkLthr","Round","128","Clear","18-415","Reducer","Pink Leather","false","assembly_unpublished_or_unsellable","CP18-415LPnkLthr","CP18-415LPnkLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-pink-faux-leather-cap"
"GBRnd78AnSpTslIvySl","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","false","media_or_configuration_invalid","AnSpTsl18-415IvySl","AnSpTsl18-415IvySl","","","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst128RdcrBlkLthr","Round","128","Frosted","18-415","Reducer","Black","false","assembly_unpublished_or_unsellable","CP18-415BlkLthr","CP18-415BlkLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-black-faux-leather-cap"
"GBRndFrst128RdcrShnSl","Round","128","Frosted","18-415","Reducer","Shiny Silver","false","assembly_unpublished_or_unsellable","CP18-415ShnSl","CP18-415ShnSl","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-shiny-silver-cap"
"GBRndFrst78AnSpGl","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Gold","false","media_or_configuration_invalid","AnSp18-415Gl","AnSp18-415Gl","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBRndFrst128RdcrShnGl","Round","128","Frosted","18-415","Reducer","Shiny Gold","false","assembly_unpublished_or_unsellable","CP18-415ShnGl","CP18-415ShnGl","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-shiny-gold-cap"
"GBRndFrst78AnSpIvyGl","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Ivory Gold","false","media_or_configuration_invalid","AnSp18-415IvyGl","AnSp18-415IvyGl","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBRndFrst128RdcrShnBlkTall","Round","128","Frosted","18-415","Reducer","Shiny Black","false","assembly_unpublished_or_unsellable","CP18-415ShnBlkTall","CP18-415ShnBlkTall","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-tall-black-shiny-cap"
"GBRndFrst78AnSpIvySl","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Ivory Silver","false","media_or_configuration_invalid","AnSp18-415IvySl","AnSp18-415IvySl","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst128RdcrShnBlk","Round","128","Frosted","18-415","Reducer","Shiny Black","false","exact_component_unresolved | assembly_unpublished_or_unsellable","","","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-black-shiny-cap"
"GBRndFrst78AnSpPnk","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Pink","false","media_or_configuration_invalid","CP18-415AnSpPnk","CP18-415AnSpPnk","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBRndFrst128RdcrBrwnLthr","Round","128","Frosted","18-415","Reducer","Frosted","false","assembly_unpublished_or_unsellable","CP18-415BrwnLthr","CP18-415BrwnLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-brown-faux-leather-cap"
"GBRndFrst78AnSpLvn","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Lavender","false","media_or_configuration_invalid","AnSp18-415Lvn","AnSp18-415Lvn","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst128RdcrLBrwnLthr","Round","128","Frosted","18-415","Reducer","Frosted","false","assembly_unpublished_or_unsellable","CP18-415LBrwnLthr","CP18-415LBrwnLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-light-brown-faux-leather-cap"
"GBRndFrst78AnSpRed","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Red","false","media_or_configuration_invalid","AnSp18-415Red","AnSp18-415Red","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst128RdcrMtSlTall","Round","128","Frosted","18-415","Reducer","Matte Silver","false","assembly_unpublished_or_unsellable","CP18-415MtSlTall","CP18-415MtSlTall","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-tall-silver-matte-cap"
"GBRndFrst78AnSpMtSl","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Matte Silver","false","media_or_configuration_invalid","AnSp18-415MtSl","AnSp18-415MtSl","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBRndFrst128RdcrMtSl","Round","128","Frosted","18-415","Reducer","Matte Silver","false","assembly_unpublished_or_unsellable","CP18-415MtSl","CP18-415MtSl","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-silver-matte-cap"
"GBRndFrst78AnSpWht","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Frosted","false","media_or_configuration_invalid","AnSp18-415Wht","AnSp18-415Wht","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst128RdcrWht","Round","128","Frosted","18-415","Reducer","White","false","assembly_unpublished_or_unsellable","CP18-415Wh","CP18-415Wh","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-white-cap"
"GBRndFrst78AnSpTslGl","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Gold","false","media_or_configuration_invalid","CP18-415AnSpTslGl","CP18-415AnSpTslGl","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRndFrst128RdcrPnkLthr","Round","128","Frosted","18-415","Reducer","Pink","false","assembly_unpublished_or_unsellable","CP18-415LPnkLthr","CP18-415LPnkLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-pink-faux-leather-cap"
"GBRnd78AnSpBlk","Round","78","Clear","18-415","Vintage Bulb Sprayer","Black","false","media_or_configuration_invalid","AnSp18-415Blk","AnSp18-415Blk","","","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst78AnSpTslIvyGl","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","false","media_or_configuration_invalid","AnSpTsl18-415IvyGl","AnSpTsl18-415IvyGl","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRndFrst128RdcrIvyLthr","Round","128","Frosted","18-415","Reducer","Ivory","false","assembly_unpublished_or_unsellable","CP18-415LIvyLthr","CP18-415LIvyLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-reducer-ivory-faux-leather-cap"
"GBRnd78AnSpTslBlk","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Black","false","media_or_configuration_invalid","AnSpTsl18-415Blk","AnSpTsl18-415Blk","","","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst78AnSpTslLvn","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Lavender","false","media_or_configuration_invalid","AnSpTsl18-415Lvn","AnSpTsl18-415Lvn","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst78AnSpBlk","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Black","false","media_or_configuration_invalid","AnSp18-415Blk","AnSp18-415Blk","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst78AnSpTslPnk","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Pink","false","media_or_configuration_invalid","AnSpTsl18-415Pnk","AnSpTsl18-415Pnk","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRndFrst78AnSpTslBlk","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Black","false","media_or_configuration_invalid","AnSpTsl18-415Blk","AnSpTsl18-415Blk","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst78AnSpTslIvySl","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","false","media_or_configuration_invalid","AnSpTsl18-415IvySl","AnSpTsl18-415IvySl","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst78AnSpTslWht","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","White","false","media_or_configuration_invalid","AnSpTsl18-415Wht","AnSpTsl18-415Wht","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst78AnSpTslMtSl","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","false","media_or_configuration_invalid","AnSpTsl18-415MtS","AnSpTsl18-415MtS","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"GBRndFrst78AnSpTslRed","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Red","false","media_or_configuration_invalid","AnSpTsl18-415Red","AnSpTsl18-415Red","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRnd128SpryMtGl","Round","128","Clear","18-415","Perfume Spray Pump","Matte Gold","false","standalone_component_unpublished","","Spry18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-gold-spray-pump-and-cap"
"GBRnd128SpryShnGl","Round","128","Clear","18-415","Perfume Spray Pump","Shiny Gold","false","standalone_component_unpublished","","Spry18-415ShnGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-shiny-gold-spray-pump-and-cap"
"GBRnd128SpryShnBlk","Round","128","Clear","18-415","Perfume Spray Pump","Shiny Black","false","standalone_component_unpublished","","Spry18-415ShnBlk","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-shiny-black-spray-pump-and-cap"
"GBRnd128SpryMtSl","Round","128","Clear","18-415","Perfume Spray Pump","Matte Silver","false","standalone_component_unpublished","","Spry18-415MtSl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-silver-spray-pump-and-cap"
"GBRnd128SpryShnSl","Round","128","Clear","18-415","Perfume Spray Pump","Shiny Silver","false","standalone_component_unpublished","","Spry18-415ShnSl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-shiny-silver-spray-and-cap"
"GBRndFrst128SpryMtGl","Round","128","Frosted","18-415","Perfume Spray Pump","Matte Gold","false","standalone_component_unpublished","","Spry18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-gold-spray-pump-and-cap"
"GBRndFrst128SpryMtSl","Round","128","Frosted","18-415","Perfume Spray Pump","Matte Silver","false","standalone_component_unpublished","","Spry18-415MtSl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-silver-spray-pump-and-cap"
"GBRndFrst128SpryShnGl","Round","128","Frosted","18-415","Perfume Spray Pump","Shiny Gold","false","standalone_component_unpublished","","Spry18-415ShnGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-shiny-gold-spray-pump-and-cap"
"GBRndFrst128SpryShnBlk","Round","128","Frosted","18-415","Perfume Spray Pump","Shiny Black","false","standalone_component_unpublished","","Spry18-415ShnBlk","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-shiny-black-spray-pump-and-cap"
"GBRnd128AnSpBlk","Round","128","Clear","18-415","Vintage Bulb Sprayer","Black","false","media_or_configuration_invalid","AnSp18-415Blk","AnSp18-415Blk","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst128SpryShnSl","Round","128","Frosted","18-415","Perfume Spray Pump","Shiny Silver","false","standalone_component_unpublished","","Spry18-415ShnSl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-shiny-silver-spray-and-cap"
"GBRnd128AnSpTslBlk","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Black","false","media_or_configuration_invalid","AnSpTsl18-415Blk","AnSpTsl18-415Blk","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst128AnSpBlk","Round","128","Frosted","18-415","Vintage Bulb Sprayer","Black","false","media_or_configuration_invalid","AnSp18-415Blk","AnSp18-415Blk","","","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst128AnSpTslBlk","Round","128","Frosted","18-415","Vintage Bulb Sprayer","Frosted","false","media_or_configuration_invalid","AnSp18-415Blk","AnSp18-415Blk","","","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"LBRnd78LtnMtGl","Round","78","Clear","18-415","Lotion Pump","Matte Gold","false","standalone_component_unpublished","","Ltn18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-gold-lotion-pump-and-cap"
"LBRnd78LtnShnGl","Round","78","Clear","18-415","Lotion Pump","Shiny Gold","false","standalone_component_unpublished","","Ltn18-415ShnGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-shiny-gold-lotion-pump-and-cap"
"LBRnd78LtnShnBlk","Round","78","Clear","18-415","Lotion Pump","Shiny Black","false","standalone_component_unpublished","","Ltn18-415ShnBlk","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-shiny-black-lotion-pump-and-cap"
"LBRnd78LtnMtSl","Round","78","Clear","18-415","Lotion Pump","Matte Silver","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-silver-lotion-pump-and-cap"
"LBRnd78LtnShnSl","Round","78","Clear","18-415","Lotion Pump","Shiny Silver","false","standalone_component_unpublished","","Ltn18-415ShnSl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-shiny-silver-lotion-pump-and-cap"
"LBRnd78LtnCu","Round","78","Clear","18-415","Lotion Pump","Copper","false","standalone_component_unpublished","","Ltn18-415Cu","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-copper-lotion-pump-and-cap"
"LBRndFrst78LtnMtGl","Round","78","Frosted","18-415","Lotion Pump","Frosted","false","standalone_component_unpublished","","Ltn18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-gold-lotion-pump-and-cap"
"LBRndFrst78LtnShnGl","Round","78","Frosted","18-415","Lotion Pump","Frosted","false","standalone_component_unpublished","","Ltn18-415ShnGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-shiny-gold-lotion-pump-and-cap"
"LBRndFrst78LtnShnBlk","Round","78","Frosted","18-415","Lotion Pump","Frosted","false","standalone_component_unpublished","","Ltn18-415ShnBlk","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-shiny-black-lotion-pump-and-cap"
"LBRndFrst78LtnMtSl","Round","78","Frosted","18-415","Lotion Pump","Frosted","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-silver-lotion-pump-and-cap"
"LBRndFrst78LtnShnSl","Round","78","Frosted","18-415","Lotion Pump","Frosted","false","standalone_component_unpublished","","Ltn18-415ShnSl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-shiny-silver-lotion-pump-and-cap"
"LBRndFrst78LtnCu","Round","78","Frosted","18-415","Lotion Pump","Frosted","false","standalone_component_unpublished","","Ltn18-415Cu","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-copper-lotion-pump-and-cap"
"GBRnd128DrpCu","Round","128","Clear","18-415","Dropper","Copper","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-white-dropper-shiny-copper-collar-cap"
"GBRndFrst128DrpCu","Round","128","Frosted","18-415","Dropper","Copper","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-white-dropper-shiny-copper-collar-cap"
"GBRnd128AnSpPnk","Round","128","Clear","18-415","Vintage Bulb Sprayer","Pink","false","media_or_configuration_invalid","CP18-415AnSpPnk","CP18-415AnSpPnk","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBRnd128AnSpIvyGl","Round","128","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","false","media_or_configuration_invalid","AnSp18-415IvyGl","AnSp18-415IvyGl","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBRnd128AnSpLvn","Round","128","Clear","18-415","Vintage Bulb Sprayer","Lavender","false","media_or_configuration_invalid","AnSp18-415Lvn","AnSp18-415Lvn","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRnd128AnSpGl","Round","128","Clear","18-415","Vintage Bulb Sprayer","Gold","false","media_or_configuration_invalid","AnSp18-415Gl","AnSp18-415Gl","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBRnd78RdcrShnGl","Round","78","Clear","18-415","Reducer","Shiny Gold","false","assembly_unpublished_or_unsellable","CP18-415ShnGl","CP18-415ShnGl","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-shiny-gold-cap"
"GBRnd128AnSpIvySl","Round","128","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","false","media_or_configuration_invalid","AnSp18-415IvySl","AnSp18-415IvySl","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRnd78RdcrShnSl","Round","78","Clear","18-415","Reducer","Shiny Silver","false","assembly_unpublished_or_unsellable","CP18-415ShnSl","CP18-415ShnSl","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-shiny-silver-cap"
"GBRnd128AnSpMtSl","Round","128","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","false","media_or_configuration_invalid","AnSp18-415MtSl","AnSp18-415MtSl","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBRnd78RdcrIvyLthr","Round","78","Clear","18-415","Reducer","Ivory Leather","false","assembly_unpublished_or_unsellable","CP18-415LIvyLthr","CP18-415LIvyLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-ivory-faux-leather-cap"
"GBRnd128AnSpWht","Round","128","Clear","18-415","Vintage Bulb Sprayer","White","false","media_or_configuration_invalid","AnSp18-415Wht","AnSp18-415Wht","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRnd78RdcrPnkLthr","Round","78","Clear","18-415","Reducer","Pink Leather","false","assembly_unpublished_or_unsellable","CP18-415LPnkLthr","CP18-415LPnkLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-pink-faux-leather-cap"
"GBRnd128AnSpRed","Round","128","Clear","18-415","Vintage Bulb Sprayer","Red","false","media_or_configuration_invalid","AnSp18-415Red","AnSp18-415Red","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRnd78RdcrShnBlkTall","Round","78","Clear","18-415","Reducer","Shiny Black","false","assembly_unpublished_or_unsellable","CP18-415ShnBlkTall","CP18-415ShnBlkTall","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-tall-black-shiny-cap"
"GBRnd128AnSpTslPnk","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","false","media_or_configuration_invalid","AnSpTsl18-415Pnk","AnSpTsl18-415Pnk","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRnd78RdcrShnBlk","Round","78","Clear","18-415","Reducer","Shiny Black","false","exact_component_unresolved | assembly_unpublished_or_unsellable","","","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-black-shiny-cap"
"GBRnd128AnSpTslIvyGl","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","false","media_or_configuration_invalid","AnSpTsl18-415IvyGl","AnSpTsl18-415IvyGl","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRnd78RdcrBrwnLthr","Round","78","Clear","18-415","Reducer","Brown Leather","false","assembly_unpublished_or_unsellable","CP18-415BrwnLthr","CP18-415BrwnLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-brown-faux-leather-cap"
"GBRnd128AnSpTslLvn","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","false","media_or_configuration_invalid","AnSpTsl18-415Lvn","AnSpTsl18-415Lvn","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRnd78RdcrLBrwnLthr","Round","78","Clear","18-415","Reducer","Light Brown Leather","false","assembly_unpublished_or_unsellable","CP18-415LBrwnLthr","CP18-415LBrwnLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-light-brown-faux-leather-cap"
"GBRnd128AnSpTslGl","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold","false","media_or_configuration_invalid","CP18-415AnSpTslGl","CP18-415AnSpTslGl","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRnd78RdcrMtSlTall","Round","78","Clear","18-415","Reducer","Matte Silver","false","assembly_unpublished_or_unsellable","CP18-415MtSlTall","CP18-415MtSlTall","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-tall-silver-matte-cap"
"GBRnd128AnSpTslIvySl","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","false","media_or_configuration_invalid","AnSpTsl18-415IvySl","AnSpTsl18-415IvySl","","","false","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
