graceSku,itemName,field,convex,master_v83
GBCyl5WhtSht,Cylinder design 5ml Clear glass bottle with short white cap.,capColor,Short White,White
GBCyl5WhtSht,Cylinder design 5ml Clear glass bottle with short white cap.,dataGrade,C,B — no applicator
GB-CYL-CLR-5ML-GLD-T,"Cylinder design 5ml, 1/6oz Clear glass bottle with shiny gol",capColor,Shiny Gold,Gold
LB-DVA-CLR-46ML-LPM-SGLD,"Diva design 46 ml, 1.64oz clear glass bottle with shiny gold",category,Glass Bottle,Lotion Bottle
LB-DVA-CLR-30ML-LPM-CPR,"Diva design 30 ml, 1oz clear glass bottle with matte copper ",category,Glass Bottle,Lotion Bottle
GB-DVA-CLR-46ML-SPR-MGLD,"Diva design 46 ml, 1.64oz  clear glass bottle  with matte go",capStyle,Spray,Screw Cap
GB-RCT-CLR-10ML-SPR-SGLD-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Screw Cap
GB-ELG-FRS-100ML-AST-IVSL,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with Ivo",capColor,Ivory,Ivory Silver
CMP-CLS-BLK-13-425,Cap/Closure Black Thread 13-425,family,Cap/Closure,Component
CMP-CLS-BLK-13-425,Cap/Closure Black Thread 13-425,dataGrade,B,A
CMP-CAP-LBRN-18415-LTR,"Light Brown Faux Leather caps for glass bottles, Thread size",family,Cap/Closure,Cap
CMP-CAP-LBRN-18415-LTR,"Light Brown Faux Leather caps for glass bottles, Thread size",category,Component,Cap/Closure
CJ-JAR-20ML-WHT,"Plastic, cream jar style 20 mlbottle with white cap. For use",category,Glass Jar,Cream Jar
GB-ELG-CLR-100ML-SPR-MGLD,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with mat",capStyle,Spray,Screw Cap
LB-RND-FRS-78ML-02,"Round design 78 ml, 2.65oz frosted glass bottle with matte g",category,Glass Bottle,Lotion Bottle
GB-RND-FRS-128ML-SPR-SGLD,"Round design 128 ml, 4.33oz frosted glass bottle with shiny ",capStyle,Spray,Screw Cap
LB-DVA-FRS-46ML-06,Diva 46 ml (1.56 oz) Clear Lotion Bottle,category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-50ML-RDC-WHT,"Empire design 50 ml, 1.7oz  clear glass bottle  with reducer",diameter,37 ±0.5 mm,72 ±1 mm
LB-ELG-FRS-60ML-LPM-CPR,"Elegant design 60 ml, 2oz frosted glass bottle with matte co",category,Glass Bottle,Lotion Bottle
CMP-SPR-MTBK-13-415-07,"Matte black Fine Mist Sprayer, Thread size 13-415",family,Sprayer,Component
CMP-SPR-MTBK-13-415-07,"Matte black Fine Mist Sprayer, Thread size 13-415",capColor,Black,Matte Black
CMP-SPR-MTBK-13-415-07,"Matte black Fine Mist Sprayer, Thread size 13-415",dataGrade,B — no color,A
CMP-SPR-MTBK-13-415-07,"Matte black Fine Mist Sprayer, Thread size 13-415",diameter,17 ±0.5 mm,22
CMP-SPR-MTBK-13-415-07,"Matte black Fine Mist Sprayer, Thread size 13-415",heightWithCap,32 ±0.5 mm,20
CMP-SPR-MTSLWH-18-415-02,Matte Silver Antique or Vintage style bulb sprayer with tass,family,Sprayer,Component
CMP-SPR-MTSLWH-18-415-02,Matte Silver Antique or Vintage style bulb sprayer with tass,capColor,Matte Silver,Matte Silver White
CMP-SPR-MTSLWH-18-415-02,Matte Silver Antique or Vintage style bulb sprayer with tass,dataGrade,B — no color,A
CMP-SPR-MTSLWH-18-415-02,Matte Silver Antique or Vintage style bulb sprayer with tass,diameter,21 ±0.5 mm,22
CMP-SPR-MTSLWH-18-415-02,Matte Silver Antique or Vintage style bulb sprayer with tass,heightWithCap,36 ±0.5 mm,20
LB-RND-CLR-78ML-LPM-SSLV,"Round design 78 ml, 2.65oz clear glass bottle with shiny sil",category,Glass Bottle,Lotion Bottle
GB-DVA-CLR-46ML-T-26,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
LB-SLM-CLR-100ML-LPM-SSLV,"Slim design 100 ml, 3 1/2oz clear glass bottle with shiny si",category,Glass Bottle,Lotion Bottle
LB-DMD-CLR-60ML-LPM-SSLV,"Diamond design 60ml, 2 ounce clear glass bottle with shiny s",category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-50ML-ASP-WHT,"Empire design 50 ml, 1.7oz  clear glass bottle  with white v",diameter,37 ±0.5 mm,72 ±1 mm
GB-EMP-CLR-100ML-AST-PNK,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with Pink",diameter,46 ±0.5 mm,78 ±1 mm
GB-RCT-CLR-10ML-ROL-MCPR-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Roll-On
LB-DVA-CLR-46ML-LPM-MGLD,"Diva design 46 ml, 1.64oz clear glass bottle with matte gold",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-100ML-LPM-COCP,"Empire design 100 ml, 3 1/2oz clear glass bottle with with a",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-100ML-LPM-COCP,"Empire design 100 ml, 3 1/2oz clear glass bottle with with a",diameter,46 ±0.5 mm,35 ±0.5 mm
CMP-CLS-BLK-06,Cap/Closure Black,family,Cap/Closure,Component
CMP-CLS-BLK-06,Cap/Closure Black,dataGrade,B,B — no thread
GB-VIA-CLR-13ML-SLV-T,"Royal design 13ml, 1/2oz Clear glass bottle with shiny silve",family,Royal,Vial
GB-ELG-FRS-60ML-ASP-IVSL,"Elegant design 60 ml, 2oz frosted glass bottle with ivory vi",capColor,Ivory,Ivory Silver
CMP-ROC-SGLD-20400-T,"Tall Shiny Gold cap or closure for rollon bottles, Threadsiz",category,Component,Roll-On Cap
CMP-ROC-SGLD-20400-T,"Tall Shiny Gold cap or closure for rollon bottles, Threadsiz",capStyle,Tall,Roll-On
GB-CIR-CLR-100ML-SPR-SGLD,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with shin",capStyle,Spray,Screw Cap
GB-EMP-CLR-100ML-ASP-PNK,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with pink",diameter,46 ±0.5 mm,78 ±1 mm
GB-CIR-CLR-100ML-ASP-IVSL,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with ivor",capColor,Ivory,Ivory Silver
CMP-CAP-SSLV-8425-T,"Tall shiny silver lid or closure for glass bottle, Thread si",family,Cap/Closure,Cap
CMP-CAP-SSLV-8425-T,"Tall shiny silver lid or closure for glass bottle, Thread si",category,Component,Cap/Closure
GB-SLM-CLR-50ML-RDC,"Slim design 50 ml, 1.7oz  clear glass bottle  with reducer a",capColor,Brown Leather,Clear
