sku,graceSku,family,capacityMl,glass,neck,fitment,finish,builderVisible,completeness,slots,flags,visualApproval
"GBCylBlu5RollSlMatt","GB-CYL-BLU-5ML-ROL-MSLV","Cylinder","5","Cobalt Blue","13-415","Plastic Roller Ball","Matte Silver","true","capSplit","body | roller | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
"GBCylAmb9MtlRollMattCu","GB-CYL-AMB-9ML-MRL-MCPR","Cylinder","9","Amber","17-415","Metal Roller Ball","Matte Copper","false","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCyl9SpryMattSl","GB-CYL-CLR-9ML-T-23","Cylinder","9","Clear","17-415","Fine Mist Sprayer","Clear","true","full","body | diptube | sprayer | overcap | collar","","pending_exact_source_and_render_review"
"GBCylAmb9MtlRollMattGl","GB-CYL-AMB-9ML-MRL-MGLD","Cylinder","9","Amber","17-415","Metal Roller Ball","Matte Gold","false","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCyl9SpryGl","GB-CYL-CLR-9ML-T-22","Cylinder","9","Clear","17-415","Fine Mist Sprayer","Clear","true","full","body | diptube | sprayer | overcap | collar","","pending_exact_source_and_render_review"
"GBCylAmb9MtlRollMattSl","GB-CYL-AMB-9ML-MRL-MSLV","Cylinder","9","Amber","17-415","Metal Roller Ball","Matte Silver","false","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCyl9SpryShSl","GB-CYL-CLR-9ML-T-25","Cylinder","9","Clear","17-415","Fine Mist Sprayer","Clear","true","full","body | diptube | sprayer | overcap | collar","","pending_exact_source_and_render_review"
"GBRoll28Blk","GB-CYL-CLR-28ML-RBL","Cylinder","28","Clear","16mm","Plastic Roller Ball","Black","false","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylAmb9MtlRollPnkDot","GB-CYL-AMB-9ML-MRL-PKDT","Cylinder","9","Amber","17-415","Metal Roller Ball","Pink Dotted","false","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCyl9SpryRd","GB-CYL-CLR-9ML-T-24","Cylinder","9","Clear","17-415","Fine Mist Sprayer","Clear","true","full","body | diptube | sprayer | overcap | collar","","pending_exact_source_and_render_review"
"GBCylAmb9MtlRollShBlk","GB-CYL-AMB-9ML-MRL-SBLK","Cylinder","9","Amber","17-415","Metal Roller Ball","Shiny Black","false","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCyl9SpryTur","GB-CYL-CLR-9ML-T-26","Cylinder","9","Clear","17-415","Fine Mist Sprayer","Clear","true","full","body | diptube | sprayer | overcap | collar","","pending_exact_source_and_render_review"
"GBCylAmb9MtlRollShnGl","GB-CYL-AMB-9ML-MRL-SGLD","Cylinder","9","Amber","17-415","Metal Roller Ball","Shiny Gold","false","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylAmb9SpryGl","GB-CYL-AMB-9ML-SPR-GLD","Cylinder","9","Amber","17-415","Fine Mist Sprayer","Gold","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylAmb9MtlRollShnSl","GB-CYL-AMB-9ML-MRL-SSLV","Cylinder","9","Amber","17-415","Metal Roller Ball","Shiny Silver","false","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylAmb9SpryMattSl","GB-CYL-AMB-9ML-SPR-MSLV","Cylinder","9","Amber","17-415","Fine Mist Sprayer","Matte Silver","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl50RollBlk","GB-CYL-BLK-50ML-ROL-BLK","Cylinder","50","Clear","16mm","Plastic Roller Ball","Black","false","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylAmb9MtlRollSlDot","GB-CYL-AMB-9ML-MRL-SLDT","Cylinder","9","Amber","17-415","Metal Roller Ball","Silver Dotted","false","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylAmb9SpryShSl","GB-CYL-AMB-9ML-SPR-SSLV","Cylinder","9","Amber","17-415","Fine Mist Sprayer","Shiny Silver","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylAmb9SpryTur","GB-CYL-AMB-9ML-SPR-TRQ","Cylinder","9","Amber","17-415","Fine Mist Sprayer","Turquoise","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylAmb9SpryRd","GB-CYL-AMB-9ML-SPR-RED","Cylinder","9","Amber","17-415","Fine Mist Sprayer","Red","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl5MtlRollBlkDot","GB-CYL-CLR-5ML-MRL-BKDT","Cylinder","5","Clear","13-415","Metal Roller Ball","Black with Dots","false","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylBlu5MtlRollBlkDot","GB-CYL-BLU-5ML-MRL-BKDT","Cylinder","5","Cobalt Blue","13-415","Metal Roller Ball","Black with Dots","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpLvn","GB-CYL-CLR-100ML-ASP-LVN","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Lavender","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCylBlu9SpryTur","GB-CYL-BLU-9ML-SPR-TRQ","Cylinder","9","Cobalt Blue","17-415","Fine Mist Sprayer","Turquoise","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpPnk","GB-CYL-CLR-100ML-ASP-PNK","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Pink","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCylBlu9SpryMattSl","GB-CYL-BLU-9ML-SPR-MSLV","Cylinder","9","Cobalt Blue","17-415","Fine Mist Sprayer","Matte Silver","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpMtSl","GB-CYL-CLR-100ML-ASP-MSLV","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","true","full","body | sprayer | diptube","","pending_exact_source_and_render_review"
"GBCylBlu9MtlRollMattSl","GB-CYL-BLU-9ML-MRL-MSLV","Cylinder","9","Cobalt Blue","17-415","Metal Roller Ball","Matte Silver","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylBlu9SpryGl","GB-CYL-BLU-9ML-SPR-GLD","Cylinder","9","Cobalt Blue","17-415","Fine Mist Sprayer","Gold","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpIvySl","GB-CYL-CLR-100ML-ASP-IVSL","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCyl9MtlRollBlkDot","GB-CYL-CLR-9ML-T-02","Cylinder","9","Clear","17-415","Metal Roller Ball","Black with Dots","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylBlu9MtlRollSlDot","GB-CYL-BLU-9ML-MRL-SLDT","Cylinder","9","Cobalt Blue","17-415","Metal Roller Ball","Silver Dotted","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylBlu9SpryShSl","GB-CYL-BLU-9ML-SPR-SSLV","Cylinder","9","Cobalt Blue","17-415","Fine Mist Sprayer","Shiny Silver","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpGl","GB-CYL-CLR-100ML-ASP-GLD","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Gold","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCylAmb9MtlRollBlkDot","GB-CYL-AMB-9ML-MRL-BKDT","Cylinder","9","Amber","17-415","Metal Roller Ball","Black Dotted","false","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylBlu9MtlRollPnkDot","GB-CYL-BLU-9ML-MRL-PKDT","Cylinder","9","Cobalt Blue","17-415","Metal Roller Ball","Pink Dotted","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylBlu9SpryRd","GB-CYL-BLU-9ML-SPR-RED","Cylinder","9","Cobalt Blue","17-415","Fine Mist Sprayer","Red","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpIvyGl","GB-CYL-CLR-100ML-ASP-IVGD","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCylBlu9MtlRollMattGl","GB-CYL-BLU-9ML-MRL-MGLD","Cylinder","9","Cobalt Blue","17-415","Metal Roller Ball","Matte Gold","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylFrst9SpryGl","GB-CYL-FRS-9ML-SPR-GLD","Cylinder","9","Frosted","17-415","Fine Mist Sprayer","Gold","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpWht","GB-CYL-CLR-100ML-ASP-WHT","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","White","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCylBlu9MtlRollBlkDot","GB-CYL-BLU-9ML-MRL-BKDT","Cylinder","9","Cobalt Blue","17-415","Metal Roller Ball","Black Dotted","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylBlu9MtlRollShnGl","GB-CYL-BLU-9ML-MRL-SGLD","Cylinder","9","Cobalt Blue","17-415","Metal Roller Ball","Shiny Gold","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylFrst9SpryMattSl","GB-CYL-FRS-9ML-SPR-MSLV","Cylinder","9","Frosted","17-415","Fine Mist Sprayer","Matte Silver","true","full","body | sprayer | collar | overcap","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpRed","GB-CYL-CLR-100ML-ASP-RED","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer","Red","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCylFrst9MtlRollBlkDot","GB-CYL-FRS-9ML-MRL-BKDT","Cylinder","9","Frosted","17-415","Metal Roller Ball","Black Dotted","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylFrst9SpryShSl","GB-CYL-FRS-9ML-SPR-SSLV","Cylinder","9","Frosted","17-415","Fine Mist Sprayer","Shiny Silver","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylBlu9MtlRollShnSl","GB-CYL-BLU-9ML-MRL-SSLV","Cylinder","9","Cobalt Blue","17-415","Metal Roller Ball","Shiny Silver","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCyl100AnSpTslLvn","GB-CYL-CLR-100ML-AST-LVN","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCylSwrl9MtlRollBlkDot","GB-CYL-CLR-9ML-MRL-BKDT-01","Cylinder","9","Swirl","17-415","Metal Roller Ball","Black Dotted","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylBlu9MtlRollMattCu","GB-CYL-BLU-9ML-MRL-MCPR","Cylinder","9","Cobalt Blue","17-415","Metal Roller Ball","Matte Copper","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylFrst9SpryTur","GB-CYL-FRS-9ML-SPR-TRQ","Cylinder","9","Frosted","17-415","Fine Mist Sprayer","Turquoise","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpTslIvyGl","GB-CYL-CLR-100ML-AST-IVGD","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBTallCyl9MtlRollBlkDot","GB-CYL-CLR-9ML-MRL-BKDT-02","Cylinder","9","Clear","13-415","Metal Roller Ball","Black with Dots","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylBlu9MtlRollShBlk","GB-CYL-BLU-9ML-MRL-SBLK","Cylinder","9","Cobalt Blue","17-415","Metal Roller Ball","Shiny Black","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylFrst9SpryRd","GB-CYL-FRS-9ML-SPR-RED","Cylinder","9","Frosted","17-415","Fine Mist Sprayer","Red","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpTslIvySl","GB-CYL-CLR-100ML-AST-IVSL","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBTallCylFrst9MtlRollBlkDot","GB-CYL-FRS-9ML-T-02","Cylinder","9","Frosted","13-415","Metal Roller Ball","Black with Dots","true","capSplit","body | cap","partial_kit_requires_visual_review | roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCylBlu9MtlRollWht","GB-CYL-BLU-9ML-MRL-WHT","Cylinder","9","Cobalt Blue","17-415","Metal Roller Ball","White","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylSwrl9SpryGl","GB-CYL-CLR-9ML-SPR-GLD","Cylinder","9","Swirl","17-415","Fine Mist Sprayer","Gold","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpTslWht","GB-CYL-CLR-100ML-AST-WHT","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","White","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCylFrst9MtlRollWht","GB-CYL-FRS-9ML-MRL-WHT","Cylinder","9","Frosted","17-415","Metal Roller Ball","White","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylSwrl9SpryMattSl","GB-CYL-CLR-9ML-SPR-MSLV-01","Cylinder","9","Swirl","17-415","Fine Mist Sprayer","Matte Silver","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpTslPnk","GB-CYL-CLR-100ML-AST-PNK","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCylFrst9MtlRollMattCu","GB-CYL-FRS-9ML-MRL-MCPR","Cylinder","9","Frosted","17-415","Metal Roller Ball","Matte Copper","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylSwrl9SpryShSl","GB-CYL-CLR-9ML-SPR-SSLV-01","Cylinder","9","Swirl","17-415","Fine Mist Sprayer","Shiny Silver","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpTslRed","GB-CYL-CLR-100ML-AST-RED","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Red","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCylFrst9MtlRollMattSl","GB-CYL-FRS-9ML-MRL-MSLV","Cylinder","9","Frosted","17-415","Metal Roller Ball","Matte Silver","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylSwrl9SpryRd","GB-CYL-CLR-9ML-SPR-RED","Cylinder","9","Swirl","17-415","Fine Mist Sprayer","Red","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpTslMtSl","GB-CYL-CLR-100ML-AST-MSLV","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCylFrst9MtlRollSlDot","GB-CYL-FRS-9ML-MRL-SLDT","Cylinder","9","Frosted","17-415","Metal Roller Ball","Silver Dotted","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBCylSwrl9SpryTur","GB-CYL-CLR-9ML-T-27","Cylinder","9","Swirl","17-415","Fine Mist Sprayer","Clear","true","full","body | sprayer | overcap | collar","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl100AnSpTslGl","GB-CYL-CLR-100ML-AST-GLD","Cylinder","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCylFrst9MtlRollPnkDot","GB-CYL-FRS-9ML-MRL-PKDT","Cylinder","9","Frosted","17-415","Metal Roller Ball","Pink Dotted","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBTallCyl9SpryBluMatt","GB-CYL-CLR-9ML-SPR-MBLU","Cylinder","9","Clear","13-415","Fine Mist Sprayer","Matte Blue","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCylFrst9MtlRollMattGl","GB-CYL-FRS-9ML-MRL-MGLD","Cylinder","9","Frosted","17-415","Metal Roller Ball","Matte Gold","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBTallCyl9SpryCuMatt","GB-CYL-CLR-9ML-SPR-MCPR","Cylinder","9","Clear","13-415","Fine Mist Sprayer","Matte Copper","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"LBCyl50LtnMtGl","LB-CYL-CLR-50ML-LPM-MGLD","Cylinder","50","Clear","18-415","Lotion Pump","Matte Gold","true","full","body | diptube | pump | overcap","","pending_exact_source_and_render_review"
"GBCylFrst9MtlRollShnGl","GB-CYL-FRS-9ML-MRL-SGLD","Cylinder","9","Frosted","17-415","Metal Roller Ball","Shiny Gold","true","full","roller | body | cap","","pending_exact_source_and_render_review"
"GBTallCyl9SpryBlkSh","GB-CYL-CLR-9ML-SPR-SBLK","Cylinder","9","Clear","13-415","Fine Mist Sprayer","Shiny Black","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"LBCyl50LtnShnGl","LB-CYL-CLR-50ML-LPM-SGLD","Cylinder","50","Clear","18-415","Lotion Pump","Shiny Gold","true","full","body | diptube | pump | overcap","","pending_exact_source_and_render_review"
"GBCylAmb9RollWht","GB-CYL-AMB-9ML-ROL-WHT","Cylinder","9","Amber","17-415","Plastic Roller Ball","White","false","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBCylFrst9MtlRollShnSl","GB-CYL-FRS-9ML-MRL-SSLV","Cylinder","9","Frosted","17-415","Metal Roller Ball","Shiny Silver","true","full","roller | body | cap","","pending_exact_source_and_render_review"
