sku,family,capacityMl,glass,neck,fitment,finish,visible,blockers,componentSku,componentSellableReason,assemblySellableReason,componentStandaloneSellable,sourceUrl
"GBEmp50RdcrMtSlTall","Empire","50","Clear","18-415","Reducer","Matte Silver","true","","CP18-415MtSlTall","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-reducer-tall-silver-matte-cap"
"GBEmp50RdcrMtSl","Empire","50","Clear","18-415","Reducer","Matte Silver","true","","CP18-415MtSl","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-reducer-silver-matte-cap"
"GBEmp50RdcrWht","Empire","50","Clear","18-415","Reducer","White","true","","CP18-415Wh","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-reducer-white-cap"
"GBEmp100AnSpLvn","Empire","100","Clear","18-415","Vintage Bulb Sprayer","Lavender","true","","AnSp18-415Lvn","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBEmp100AnSpPnk","Empire","100","Clear","18-415","Vintage Bulb Sprayer","Pink","true","","CP18-415AnSpPnk","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBEmp100AnSpMtSl","Empire","100","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","true","","AnSp18-415MtSl","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBEmp100AnSpIvyGl","Empire","100","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","true","","AnSp18-415IvyGl","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBEmp100AnSpWht","Empire","100","Clear","18-415","Vintage Bulb Sprayer","White","true","","AnSp18-415Wht","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBEmp100AnSpRed","Empire","100","Clear","18-415","Vintage Bulb Sprayer","Red","true","","AnSp18-415Red","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBEmp100AnSpGl","Empire","100","Clear","18-415","Vintage Bulb Sprayer","Gold","true","","AnSp18-415Gl","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBEmp100AnSpIvySl","Empire","100","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","true","","AnSp18-415IvySl","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBEmp100AnSpTslIvySl","Empire","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","false","media_or_configuration_invalid","AnSpTsl18-415IvySl","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBEmp100AnSpTslWht","Empire","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","White","true","","AnSpTsl18-415Wht","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBEmp100AnSpTslMtSl","Empire","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","true","","AnSpTsl18-415MtS","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"GBEmp100AnSpTslGl","Empire","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold","true","","CP18-415AnSpTslGl","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBEmp100AnSpTslIvyGl","Empire","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","true","","AnSpTsl18-415IvyGl","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBEmp100AnSpTslLvn","Empire","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","true","","AnSpTsl18-415Lvn","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBEmp100AnSpTslPnk","Empire","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","true","","AnSpTsl18-415Pnk","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBEmp100AnSpTslRed","Empire","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Red","false","media_or_configuration_invalid","AnSpTsl18-415Red","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBEmp50DrpCu","Empire","50","Clear","18-415","Dropper","Copper","true","","Drp18-415Cu","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-white-dropper-shiny-copper-collar-cap"
"LBEmp100LtnMtGl","Empire","100","Clear","18-415","Lotion Pump","Matte Gold","true","","Ltn18-415MtGl","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-matte-gold-lotion-pump-and-cap"
"LBEmp100LtnShnGl","Empire","100","Clear","18-415","Lotion Pump","Shiny Gold","true","","Ltn18-415ShnGl","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-shiny-gold-lotion-pump-and-cap"
"LBEmp100LtnShnBlk","Empire","100","Clear","18-415","Lotion Pump","Shiny Black","true","","Ltn18-415ShnBlk","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-shiny-black-lotion-pump-and-cap"
"LBEmp100LtnMtSl","Empire","100","Clear","18-415","Lotion Pump","Matte Silver","true","","Ltn18-415MtSl","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-matte-silver-lotion-pump-and-cap"
"LBEmp100LtnShnSl","Empire","100","Clear","18-415","Lotion Pump","Shiny Silver","true","","Ltn18-415ShnSl","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-shiny-silver-lotion-pump-and-cap"
"LBEmp100WhtClOvrCp","Empire","100","Clear","18-415","Lotion Pump","Overcap","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-white-rectangular-clear-over-the-cap"
"LBEmp100LtnCu","Empire","100","Clear","18-415","Lotion Pump","Copper","true","","Ltn18-415Cu","","","true","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-matte-copper-lotion-pump-and-cap"
"GBEmp50AnSpGl","Empire","50","Clear","18-415","Vintage Bulb Sprayer","Gold","true","","AnSp18-415Gl","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBEmp50AnSpLvn","Empire","50","Clear","18-415","Vintage Bulb Sprayer","Lavender","true","","AnSp18-415Lvn","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBEmp50AnSpPnk","Empire","50","Clear","18-415","Vintage Bulb Sprayer","Pink","true","","CP18-415AnSpPnk","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"LBEmp50LtnClOvrCap","Empire","50","Clear","18-415","Lotion Pump","Clear Overcap","true","","Ltn18-415MtSlCl","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap"
"GBEmp50AnSpIvyGl","Empire","50","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","true","","AnSp18-415IvyGl","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBEmp50AnSpIvySl","Empire","50","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","true","","AnSp18-415IvySl","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBEmp50AnSpRed","Empire","50","Clear","18-415","Vintage Bulb Sprayer","Red","true","","AnSp18-415Red","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBEmp50AnSpMtSl","Empire","50","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","true","","AnSp18-415MtSl","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBEmp50AnSpWht","Empire","50","Clear","18-415","Vintage Bulb Sprayer","White","true","","AnSp18-415Wht","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBEmp50AnSpTslGl","Empire","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold","true","","CP18-415AnSpTslGl","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBEmp50AnSpTslIvyGl","Empire","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","true","","AnSpTsl18-415IvyGl","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBEmp50AnSpTslLvn","Empire","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","true","","AnSpTsl18-415Lvn","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBEmp50AnSpTslPnk","Empire","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","true","","AnSpTsl18-415Pnk","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBEmp50AnSpTslIvySl","Empire","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","true","","AnSpTsl18-415IvySl","","","true","https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst78RdcrMtSlTall","Round","78","Frosted","18-415","Reducer","Matte Silver","true","","CP18-415MtSlTall","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-tall-silver-matte-cap"
"GBRndFrst128AnSpRed","Round","128","Frosted","18-415","Vintage Bulb Sprayer","Red","true","","AnSp18-415Red","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst78RdcrMtSl","Round","78","Frosted","18-415","Reducer","Matte Silver","true","","CP18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-silver-matte-cap"
"GBRndFrst128AnSpMtSl","Round","128","Frosted","18-415","Vintage Bulb Sprayer","Matte Silver","true","","AnSp18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBRndFrst78RdcrWht","Round","78","Frosted","18-415","Reducer","White","true","","CP18-415Wh","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-white-cap"
"GBRndFrst128AnSpWht","Round","128","Frosted","18-415","Vintage Bulb Sprayer","White","true","","AnSp18-415Wht","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst78RdcrIvyLthr","Round","78","Frosted","18-415","Reducer","Ivory Leather","true","","CP18-415LIvyLthr","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-ivory-faux-leather-cap"
"GBRndFrst128AnSpTslRed","Round","128","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","true","","AnSpTsl18-415Red","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst78RdcrPnkLthr","Round","78","Frosted","18-415","Reducer","Pink Leather","true","","CP18-415LPnkLthr","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-pink-faux-leather-cap"
"GBRndFrst128AnSpTslGl","Round","128","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","true","","CP18-415AnSpTslGl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRndFrst128AnSpTslIvyGl","Round","128","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRndFrst128AnSpTslIvySl","Round","128","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","true","","AnSpTsl18-415IvySl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst128AnSpTslLvn","Round","128","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","media_or_configuration_invalid","AnSpTsl18-415Lvn","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRndFrst128AnSpTslPnk","Round","128","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","media_or_configuration_invalid","AnSpTsl18-415Pnk","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"LBRnd128LtnShnGl","Round","128","Clear","18-415","Lotion Pump","Shiny Gold","false","media_or_configuration_invalid","Ltn18-415ShnGl","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-shiny-gold-lotion-pump-and-cap"
"GBRndFrst128AnSpTslWht","Round","128","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","true","","AnSpTsl18-415Wht","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"LBRnd128LtnMtSl","Round","128","Clear","18-415","Lotion Pump","Matte Silver","false","media_or_configuration_invalid","Ltn18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-silver-lotion-pump-and-cap"
"LBRnd128LtnClOvrCap","Round","128","Clear","18-415","Lotion Pump","Clear Overcap","false","media_or_configuration_invalid","Ltn18-415MtSlCl","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap"
"GBRndFrst128AnSpTslMtSl","Round","128","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","true","","AnSpTsl18-415MtS","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"LBRnd128LtnCu","Round","128","Clear","18-415","Lotion Pump","Copper","false","media_or_configuration_invalid","Ltn18-415Cu","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-copper-lotion-pump-and-cap"
"LBRndFrst128LtnClOvrCap","Round","128","Frosted","18-415","Lotion Pump","Clear","false","media_or_configuration_invalid","Ltn18-415MtSlCl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap"
"LBRnd128LtnMtGl","Round","128","Clear","18-415","Lotion Pump","Matte Gold","false","media_or_configuration_invalid","Ltn18-415MtGl","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-gold-lotion-pump-and-cap"
"LBRnd128LtnShnBlk","Round","128","Clear","18-415","Lotion Pump","Shiny Black","false","media_or_configuration_invalid","Ltn18-415ShnBlk","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-shiny-black-lotion-pump-and-cap"
"LBRnd128LtnShnSl","Round","128","Clear","18-415","Lotion Pump","Shiny Silver","false","media_or_configuration_invalid","Ltn18-415ShnSl","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-shiny-silver-lotion-pump-and-cap"
"LBRndFrst128LtnMtGl","Round","128","Frosted","18-415","Lotion Pump","Matte Gold","false","media_or_configuration_invalid","Ltn18-415MtGl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-gold-lotion-pump-and-cap"
"LBRndFrst128LtnShnGl","Round","128","Frosted","18-415","Lotion Pump","Shiny Gold","true","","Ltn18-415ShnGl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-shiny-gold-lotion-pump-and-cap"
"LBRndFrst128LtnShnBlk","Round","128","Frosted","18-415","Lotion Pump","Shiny Black","true","","Ltn18-415ShnBlk","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-shiny-black-lotion-pump-and-cap"
"LBRndFrst128LtnMtSl","Round","128","Frosted","18-415","Lotion Pump","Matte Silver","true","","Ltn18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-silver-lotion-pump-and-cap"
"LBRndFrst128LtnShnSl","Round","128","Frosted","18-415","Lotion Pump","Shiny Silver","false","media_or_configuration_invalid","Ltn18-415ShnSl","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-shiny-silver-lotion-pump-and-cap"
"LBRndFrst128LtnCu","Round","128","Frosted","18-415","Lotion Pump","Copper","false","media_or_configuration_invalid","Ltn18-415Cu","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-copper-lotion-pump-and-cap"
"GBRnd78SpryCu","Round","78","Clear","18-415","Perfume Spray Pump","Copper","true","","Spry18-415Cu","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-copper-spray-and-cap"
"GBRndFrst78SpryCu","Round","78","Frosted","18-415","Perfume Spray Pump","Copper","true","","Spry18-415Cu","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-copper-spray-and-cap"
"GBRnd78SpryMtGl","Round","78","Clear","18-415","Perfume Spray Pump","Matte Gold","true","","Spry18-415MtGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-gold-spray-pump-and-cap"
"GBRnd78SpryMtSl","Round","78","Clear","18-415","Perfume Spray Pump","Matte Silver","true","","Spry18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-silver-spray-pump-and-cap"
"GBRnd78SpryShnGl","Round","78","Clear","18-415","Perfume Spray Pump","Shiny Gold","true","","Spry18-415ShnGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-shiny-gold-spray-pump-and-cap"
"GBRnd78SpryShnBlk","Round","78","Clear","18-415","Perfume Spray Pump","Shiny Black","true","","Spry18-415ShnBlk","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-shiny-black-spray-pump-and-cap"
"GBRnd78SpryShnSl","Round","78","Clear","18-415","Perfume Spray Pump","Shiny Silver","true","","Spry18-415ShnSl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-shiny-silver-spray-and-cap"
"GBRndFrst78SpryShnGl","Round","78","Frosted","18-415","Perfume Spray Pump","Shiny Gold","true","","Spry18-415ShnGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-shiny-gold-spray-pump-and-cap"
"GBRndFrst78SpryMtSl","Round","78","Frosted","18-415","Perfume Spray Pump","Matte Silver","true","","Spry18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-silver-spray-pump-and-cap"
"GBRndFrst78SpryShnSl","Round","78","Frosted","18-415","Perfume Spray Pump","Shiny Silver","true","","Spry18-415ShnSl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-shiny-silver-spray-and-cap"
"GBRnd128SpryCu","Round","128","Clear","18-415","Perfume Spray Pump","Copper","true","","Spry18-415Cu","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-copper-spray-and-cap"
"GBRndFrst78SpryShnBlk","Round","78","Frosted","18-415","Perfume Spray Pump","Shiny Black","true","","Spry18-415ShnBlk","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-shiny-black-spray-pump-and-cap"
"GBRndFrst128SpryCu","Round","128","Frosted","18-415","Perfume Spray Pump","Copper","false","media_or_configuration_invalid","Spry18-415Cu","","","true","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-copper-spray-and-cap"
"GBRndFrst78SpryMtGl","Round","78","Frosted","18-415","Perfume Spray Pump","Matte Gold","true","","Spry18-415MtGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-gold-spray-pump-and-cap"
"GBRnd128DrpSl","Round","128","Clear","18-415","Dropper","Silver","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-white-dropper-shiny-silver-collar-cap"
"GBRnd128DrpGl","Round","128","Clear","18-415","Dropper","Gold","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-white-dropper-shiny-gold-collar-cap"
"GBRndFrst128DrpSl","Round","128","Frosted","18-415","Dropper","Silver","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-white-dropper-shiny-silver-collar-cap"
"GBRndFrst128DrpGl","Round","128","Frosted","18-415","Dropper","Shiny Gold","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-white-dropper-shiny-gold-collar-cap"
"GBRnd78AnSpPnk","Round","78","Clear","18-415","Vintage Bulb Sprayer","Pink","true","","CP18-415AnSpPnk","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBRnd78AnSpLvn","Round","78","Clear","18-415","Vintage Bulb Sprayer","Lavender","true","","AnSp18-415Lvn","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRnd78AnSpIvyGl","Round","78","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","true","","AnSp18-415IvyGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBRnd78AnSpGl","Round","78","Clear","18-415","Vintage Bulb Sprayer","Gold","true","","AnSp18-415Gl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBRnd78RdcrBlkLthr","Round","78","Clear","18-415","Reducer","Black Leather","true","","CP18-415BlkLthr","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-black-faux-leather-cap"
"GBRnd78AnSpIvySl","Round","78","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","true","","AnSp18-415IvySl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRndFrst78RdcrBlkLthr","Round","78","Frosted","18-415","Reducer","Black Leather","true","","CP18-415BlkLthr","","","true","https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-black-faux-leather-cap"
"GBRnd128RdcrIvyLthr","Round","128","Clear","18-415","Reducer","Ivory Leather","true","","CP18-415LIvyLthr","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-ivory-faux-leather-cap"
"GBRnd78AnSpRed","Round","78","Clear","18-415","Vintage Bulb Sprayer","Red","true","","AnSp18-415Red","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRnd128RdcrShnGl","Round","128","Clear","18-415","Reducer","Shiny Gold","true","","CP18-415ShnGl","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-shiny-gold-cap"
"GBRnd78AnSpMtSl","Round","78","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","true","","AnSp18-415MtSl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBRnd128RdcrShnBlkTall","Round","128","Clear","18-415","Reducer","Shiny Black","true","","CP18-415ShnBlkTall","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-tall-black-shiny-cap"
"GBRnd78AnSpWht","Round","78","Clear","18-415","Vintage Bulb Sprayer","Clear","true","","AnSp18-415Wht","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBRnd128RdcrShnBlk","Round","128","Clear","18-415","Reducer","Shiny Black","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-black-shiny-cap"
"GBRnd78AnSpTslGl","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold","true","","CP18-415AnSpTslGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRnd128RdcrBrwnLthr","Round","128","Clear","18-415","Reducer","Brown Leather","true","","CP18-415BrwnLthr","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-brown-faux-leather-cap"
"GBRnd78AnSpTslIvyGl","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","true","","AnSpTsl18-415IvyGl","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBRnd128RdcrLBrwnLthr","Round","128","Clear","18-415","Reducer","Light Brown Leather","true","","CP18-415LBrwnLthr","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-light-brown-faux-leather-cap"
"GBRnd78AnSpTslLvn","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","false","media_or_configuration_invalid","AnSpTsl18-415Lvn","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRnd128RdcrShnSl","Round","128","Clear","18-415","Reducer","Shiny Silver","true","","CP18-415ShnSl","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-shiny-silver-cap"
"GBRnd78AnSpTslWht","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","White","true","","AnSpTsl18-415Wht","","","true","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBRnd128RdcrMtSlTall","Round","128","Clear","18-415","Reducer","Matte Silver","true","","CP18-415MtSlTall","","","true","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-reducer-tall-silver-matte-cap"
