websiteSku,graceSku,family,capacityMl,neckThreadSize,applicator,category,color,capColor,capStyle,productUrl,retired
GBTulipAmb5RollPinkDot,GB-CYL-AMB-5ML-ROL-PKDT,Tulip,5.0,13-415,Plastic Roller Ball,Glass Bottle,Amber,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,False
GBTulipAmb5RollSlDot,GB-CYL-AMB-5ML-ROL-SLDT,Tulip,5.0,13-415,Plastic Roller Ball,Glass Bottle,Amber,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,False
GBTulipAmb5RollSlMatt,GB-CYL-AMB-5ML-ROL-MSLV,Tulip,5.0,13-415,Plastic Roller Ball,Glass Bottle,Amber,Matte Silver,Roll-On,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,False
GBTulipAmb5RollSlSh,GB-CYL-AMB-5ML-ROL-SSLV,Tulip,5.0,13-415,Plastic Roller Ball,Glass Bottle,Amber,Shiny Silver,Roll-On,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,False
GBTulipAmb5Sl,GB-CYL-AMB-5ML-SLV-T,Tulip,5.0,13-415,,Glass Bottle,Amber,Silver,Tall,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-shiny-silver-cap,False
GBTulipAmb5SpryBlkMatt,GB-CYL-AMB-5ML-SPR-MBLK,Tulip,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Amber,Matte Black,Spray,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-matte-black-spray,False
GBTulipAmb5SpryBlkSh,GB-CYL-AMB-5ML-SPR-SBLK,Tulip,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Amber,Shiny Black,Spray,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-shiny-black-spray,False
GBTulipAmb5SpryBluMatt,GB-CYL-AMB-5ML-SPR-MBLU,Tulip,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Amber,Matte Blue,Spray,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-matte-blue-spray,False
GBTulipAmb5SpryCuMatt,GB-CYL-AMB-5ML-SPR-MCPR,Tulip,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Amber,Matte Copper,Spray,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-matte-copper-spray,False
GBTulipAmb5SpryGlMatt,GB-CYL-AMB-5ML-SPR-MGLD,Tulip,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Amber,Matte Gold,Spray,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-matte-gold-spray,False
GBTulipAmb5SpryGlSh,GB-CYL-AMB-5ML-SPR-SGLD,Tulip,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Amber,Shiny Gold,Spray,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-shiny-gold-spray,False
GBTulipAmb5SprySlMatt,GB-CYL-AMB-5ML-SPR-MSLV,Tulip,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Amber,Matte Silver,Spray,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-matte-silver-spray,False
GBTulipAmb5SprySlSh,GB-CYL-AMB-5ML-SPR-SSLV,Tulip,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Amber,Shiny Silver,Spray,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-shiny-silver-spray,False
GBTulipAmb5WhtSht,GB-CYL-AMB-5ML-WHT-S,Tulip,5.0,13-415,,Glass Bottle,Amber,White,Short,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-short-white-cap,False
GBTulip6BlkShSht,GB-TUL-CLR-6ML-CAP-SBLK,Tulip,6.0,13-415,N/A,Glass Bottle,Clear,Clear,Short,https://www.bestbottles.com/product/tulip-design-6ml-bottle-short-shiny-black-cap,False
GBTulip6BlkSht,GB-DEC-CLR-6ML-S,Tulip,6.0,13-415,,Glass Bottle,Clear,Clear,Short,https://www.bestbottles.com/product/tulip-design-6ml-bottle-short-black-cap,False
GBTulip6Gl,GB-CYL-CLR-6ML-GLD-T,Tulip,6.0,13-415,,Glass Bottle,Clear,Gold,Tall,https://www.bestbottles.com/product/tulip-design-6ml-bottle-shiny-gold-cap,False
GBTulip6MtlRollBlkDot,GB-CYL-CLR-6ML-MRL-BKDT,Tulip,6.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/tulip-design-6ml-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,False
GBTulip6MtlRollBlkSh,GB-CYL-CLR-6ML-MRL-SBLK,Tulip,6.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/tulip-design-6ml-bottle-metal-roller-ball-plug-black-shiny-cap,False
GBTulip6MtlRollCuMatt,GB-CYL-CLR-6ML-MRL-MCPR,Tulip,6.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/tulip-design-6ml-bottle-metal-roller-ball-plug-matte-copper-cap,False
GBTulip6MtlRollGlMatt,GB-CYL-CLR-6ML-MRL-MGLD,Tulip,6.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/tulip-design-6ml-bottle-metal-roller-ball-plug-matte-gold-cap,False
GBTulip6MtlRollGlSh,GB-CYL-CLR-6ML-MRL-SGLD,Tulip,6.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/tulip-design-6ml-bottle-metal-roller-ball-plug-shiny-gold-cap,False
GBTulip6MtlRollPinkDot,GB-CYL-CLR-6ML-MRL-PKDT,Tulip,6.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/tulip-design-6ml-bottle-metal-roller-ball-plug-pink-cap-with-dots,False
GBTulip6MtlRollSlDot,GB-CYL-CLR-6ML-MRL-SLDT,Tulip,6.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/tulip-design-6ml-bottle-metal-roller-ball-plug-silver-cap-with-dots,False
GBTulip6MtlRollSlMatt,GB-CYL-CLR-6ML-MRL-MSLV,Tulip,6.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/tulip-design-6ml-bottle-metal-roller-ball-plug-matte-silver-cap,False
GBTulip6MtlRollSlSh,GB-CYL-CLR-6ML-MRL-SSLV,Tulip,6.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/tulip-design-6ml-bottle-metal-roller-ball-plug-shiny-silver-cap,False
GBTulip6RollBlkDot,GB-CYL-CLR-6ML-ROL-BKDT,Tulip,6.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,False
GBTulip6RollBlkSh,GB-CYL-CLR-6ML-ROL-SBLK,Tulip,6.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-black-shiny-cap,False
GBTulip6RollCuMatt,GB-CYL-CLR-6ML-ROL-MCPR,Tulip,6.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-matte-copper-cap,False
GBTulip6RollGlMatt,GB-CYL-CLR-6ML-ROL-MGLD,Tulip,6.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-matte-gold-cap,False
GBTulip6RollGlSh,GB-CYL-CLR-6ML-ROL-SGLD,Tulip,6.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-shiny-gold-cap,False
GBTulip6RollPinkDot,GB-CYL-CLR-6ML-ROL-PKDT,Tulip,6.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-pink-cap-with-dots,False
GBTulip6RollSlDot,GB-CYL-CLR-6ML-ROL-SLDT,Tulip,6.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-silver-cap-with-dots,False
GBTulip6RollSlMatt,GB-CYL-CLR-6ML-ROL-MSLV,Tulip,6.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-matte-silver-cap,False
GBTulip6RollSlSh,GB-CYL-CLR-6ML-ROL-SSLV,Tulip,6.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-shiny-silver-cap,False
GBTulip6Sl,GB-CYL-CLR-6ML-SLV-T,Tulip,6.0,13-415,,Glass Bottle,Clear,Silver,Tall,https://www.bestbottles.com/product/tulip-design-6ml-bottle-shiny-silver-cap,False
GBTulip6SpryBlkSh,GB-CYL-CLR-6ML-SPR-SBLK,Tulip,6.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Black,Spray,https://www.bestbottles.com/product/tulip-design-6ml-bottle-shiny-black-spray,False
GBTulip6SpryBluMatt,GB-CYL-CLR-6ML-SPR-MBLU,Tulip,6.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Blue,Spray,https://www.bestbottles.com/product/tulip-design-6ml-bottle-matte-blue-spray,False
GBTulip6SpryCuMatt,GB-CYL-CLR-6ML-SPR-MCPR,Tulip,6.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Copper,Spray,https://www.bestbottles.com/product/tulip-design-6ml-bottle-matte-copper-spray,False
GBTulip6SpryGlMatt,GB-CYL-CLR-6ML-SPR-MGLD,Tulip,6.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Gold,Spray,https://www.bestbottles.com/product/tulip-design-6ml-bottle-matte-gold-spray,False
GBTulip6SpryGlSh,GB-CYL-CLR-6ML-SPR-SGLD,Tulip,6.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Gold,Spray,https://www.bestbottles.com/product/tulip-design-6ml-bottle-shiny-gold-spray,False
GBTulip6SprySlMatt,GB-CYL-CLR-6ML-SPR-MSLV,Tulip,6.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Silver,Spray,https://www.bestbottles.com/product/tulip-design-6ml-bottle-matte-silver-spray,False
GBTulip6SprySlSh,GB-CYL-CLR-6ML-SPR-SSLV,Tulip,6.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Silver,Spray,https://www.bestbottles.com/product/tulip-design-6ml-bottle-shiny-silver-spray,False
GBTulip6WhtSht,GB-CYL-WHT-6ML-WHT-S,Tulip,6.0,13-415,,Glass Bottle,Clear,White,Short,https://www.bestbottles.com/product/tulip-design-6ml-bottle-short-white-cap,False
